junit/textui/TestRunner,private,printer,Ljunit/textui/ResultPrinter;,Not using generics,0..1
junit/textui/TestRunner,private,test,Ljunit/framework/Test;,Not using generics,0..1
junit/textui/TestRunner,private,runner,Ljunit/textui/TestRunner;,Not using generics,0..1
junit/textui/TestRunner,private,suite,Ljunit/framework/Test;,Not using generics,0..1
junit/textui/TestRunner,private,aTestRunner,Ljunit/textui/TestRunner;,Not using generics,0..1
junit/textui/TestRunner,private,test,Ljunit/framework/Test;,Not using generics,0..1
junit/textui/TestRunner,private,test,Ljunit/framework/Test;,Not using generics,0..1
junit/textui/TestRunner,private,suite,Ljunit/framework/Test;,Not using generics,0..1
junit/textui/TestRunner,private,result,Ljunit/framework/TestResult;,Not using generics,0..1
junit/textui/TestRunner,private,aTestRunner,Ljunit/textui/TestRunner;,Not using generics,0..1
junit/textui/TestRunner,private,r,Ljunit/framework/TestResult;,Not using generics,0..1
junit/textui/TestRunner,private,suite,Ljunit/framework/Test;,Not using generics,0..1
junit/textui/TestRunner,private,test,Ljunit/framework/Test;,Not using generics,0..1
junit/textui/TestRunner,private,printer,Ljunit/textui/ResultPrinter;,Not using generics,0..1
org/junit/Assert,private,matcher,Lorg/hamcrest/Matcher;,Lorg/hamcrest/Matcher<-TT;>;,0..1
org/junit/Assert,private,matcher,Lorg/hamcrest/Matcher;,Lorg/hamcrest/Matcher<-TT;>;,0..1
org/junit/Assume,private,matcher,Lorg/hamcrest/Matcher;,Lorg/hamcrest/Matcher<TT;>;,0..1
org/junit/Assume,private,matcher,Lorg/hamcrest/Matcher;,Lorg/hamcrest/Matcher<TT;>;,0..1
org/junit/experimental/categories/Categories$CategoryFilter,private,description,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/Categories$CategoryFilter,private,each,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/Categories$CategoryFilter,private,description,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/Categories$CategoryFilter,private,description,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/Categories$CategoryFilter,private,description,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/Categories$CategoryFilter,private,description,Lorg/junit/runner/Description;,Not using generics,0..1
org/junit/experimental/categories/Categories$CategoryFilter,private,annotation,Lorg/junit/experimental/categories/Category;,Not using generics,0..1
org/junit/experimental/categories/Categories,private,builder,Lorg/junit/runners/model/RunnerBuilder;,Not using generics,0..1
org/junit/experimental/categories/Categories,private,e,Lorg/junit/runner/manipulation/NoTestsRemainException;,Not using generics,0..1
org/junit/experimental/categories/Categories,private,annotation,Lorg/junit/experimental/categories/Categories$IncludeCategory;,Not using generics,0..1
org/junit/experimental/categories/Categories,private,annotation,Lorg/junit/experimental/categories/Categories$IncludeCategory;,Not using generics,0..1
org/junit/experimental/categories/Categories,private,annotation,Lorg/junit/experimental/categories/Categories$ExcludeCategory;,Not using generics,0..1
